descripcion,horas
Backend Desarrollo Alta Integración de un servicio de clima para mostrar avisos meteorológicos,20
Backend Arreglo Baja Solución de un bug que mostraba el ID interno del usuario en la respuesta,4
Backend Arreglo Baja Solución de un bug que mostraba el hash de la contraseña en la respuesta,6
Backend Investigación Media Estudio sobre cómo implementar un sistema de chat en tiempo real,12
Backend Desarrollo Media Implementación de una lógica de "me gusta" para artículos del blog,8
Backend Desarrollo Media Implementación de una lógica de "favoritos" para productos del catálogo,9
Backend Refactorización Media Mejora de la estructura de las clases DTO para reducir la transferencia de datos,10
Backend Refactorización Media Mejora de la estructura de las clases Entity para optimizar las consultas,12
Backend Desarrollo Baja Creación de un endpoint para obtener la lista de idiomas soportados,4
Backend Desarrollo Baja Creación de un endpoint para obtener la lista de monedas soportadas,3
Backend Arreglo Media Corrección de un error al subir archivos con el mismo nombre (duplicados),7
Backend Arreglo Media Corrección de un error al subir archivos sin extensión definida,6
Backend Investigación Alta Investigación sobre el uso de microservicios frente a monolitos,15
Backend Desarrollo Alta Implementación de un sistema de registro de errores críticos enviado por email,20
Backend Desarrollo Alta Implementación de un sistema de registro de errores críticos guardado en BD,18
Backend Refactorización Baja Simplificación de los métodos de validación de usuarios,5
Backend Refactorización Baja Simplificación de los métodos de validación de productos,6
Backend Desarrollo Media Creación de un endpoint para obtener el historial de compras del usuario,12
Backend Desarrollo Media Creación de un endpoint para obtener el historial de logins del usuario,10
Backend Arreglo Baja Corrección de un problema de redondeo en el total del carrito,4
Backend Arreglo Baja Corrección de un problema de redondeo en el cálculo del IVA,3
Data Investigación Baja Instalación de Docker Desktop y configuración inicial del entorno de contenedores,6
Data Desarrollo Baja Creación de un contenedor simple de MySQL usando una imagen oficial de Docker Hub,5
Data Investigación Media Estudio de los comandos básicos de Docker como build run stop y ps,8
Data Desarrollo Media Creación de un archivo Dockerfile para empaquetar una aplicación Spring Boot sencilla,12
Data Arreglo Baja Corrección de errores de puertos ocupados al levantar contenedores de base de datos,4
Data Desarrollo Alta Configuración de un entorno multi-contenedor usando Docker Compose para API y BD,22
Data Investigación Media Aprendizaje sobre el uso de volúmenes en Docker para no perder los datos de la BD,10
Data Arreglo Media Solución de errores de red entre contenedores que no se ven entre sí,9
Data Refactorización Baja Limpieza de imágenes y contenedores antiguos que ocupan demasiado espacio,5
Data Documentación Baja Redacción de una guía de comandos básicos para que otros alumnos levanten el proyecto,6
Data BBDD Desarrollo Media Creación de un script SQL para la inserción masiva de datos de prueba en la BD,10
Data BBDD Arreglo Baja Corrección de un error de sintaxis en un procedimiento almacenado de MySQL,5
Data BBDD Investigación Media Búsqueda de información sobre cómo realizar copias de seguridad automáticas en SQL,7
Data BBDD Desarrollo Alta Diseño de una estructura de tablas para un sistema de gestión de almacén complejo,25
Data BBDD Arreglo Media Reparación de índices que ralentizan las consultas de búsqueda de productos,8
Data BBDD Refactorización Media Optimización de una consulta SQL que tarda demasiado en devolver resultados,10
Data BBDD Desarrollo Baja Creación de una vista simple para mostrar el total de ventas por cada categoría,7
Data BBDD Investigación Baja Estudio de las diferencias entre los motores de almacenamiento InnoDB y MyISAM,5
Data BBDD Arreglo Alta Recuperación de una base de datos dañada tras un cierre inesperado del servidor,18
Data Documentación Media Elaboración de un diagrama del modelo físico de la base de datos para la memoria,8
Data Desarrollo Media Configuración de un contenedor de administración de bases de datos como phpMyAdmin,6
Data Arreglo Baja Solución de problemas al intentar montar una carpeta local como volumen en Docker,6
Data Desarrollo Alta Implementación de un sistema de copias de seguridad automáticas mediante un script Bash,15
Data Investigación Media Aprendizaje sobre cómo limitar el consumo de CPU y RAM de un contenedor Docker,9
Data Arreglo Media Resolución de errores al intentar conectar el backend con la BD dentro de Docker,10
Data Desarrollo Baja Creación de un contenedor para una base de datos NoSQL como MongoDB para pruebas,7
Data Refactorización Baja Cambio de nombres de contenedores y redes para seguir una nomenclatura clara,4
Data Desarrollo Alta Configuración de una red personalizada en Docker para aislar la base de datos,14
Data Arreglo Alta Solución de fallos críticos cuando el contenedor se queda sin espacio en disco,12
Data Documentación Baja Registro de las credenciales de acceso a los diferentes entornos de base de datos,3
Data BBDD Desarrollo Media Creación de disparadores (triggers) para actualizar el stock automáticamente,12
Data BBDD Arreglo Baja Corrección de claves foráneas que impiden borrar registros de prueba,5
Data BBDD Investigación Media Estudio sobre cómo normalizar una base de datos hasta la tercera forma normal,10
Data BBDD Desarrollo Alta Migración manual de datos desde un archivo Excel a tablas de SQL,20
Data BBDD Arreglo Media Reparación de errores de codificación de caracteres en registros antiguos,8
Data BBDD Refactorización Baja Renombrado de tablas y columnas para mejorar la legibilidad del esquema,6
Data BBDD Desarrollo Baja Creación de una función SQL para calcular el precio final con impuestos,8
Data BBDD Investigación Baja Búsqueda de herramientas gratuitas para monitorizar el estado de la BD,5
Data BBDD Arreglo Alta Solución de bloqueos de tablas que impiden el acceso de varios usuarios a la vez,16
Data Documentación Media Redacción de un protocolo de actuación ante una pérdida de datos en el servidor,10
Data Desarrollo Media Creación de un archivo docker-compose específico para el entorno de testing,9
Data Arreglo Baja Solución de errores al descargar imágenes de Docker por problemas de red o proxy,5
Data Desarrollo Alta Implementación de un servidor de logs centralizado usando un contenedor dedicado,24
Data Investigación Media Estudio de las ventajas de usar contenedores frente a máquinas virtuales,6
Data Arreglo Media Resolución de problemas de permisos al ejecutar Docker en sistemas Linux,7
Data Desarrollo Baja Configuración de un contenedor de Redis para cachear consultas simples del backend,10
Data Refactorización Media Reducción del tamaño de la imagen Docker usando versiones "alpine" de las imágenes,11
Data Desarrollo Alta Configuración de un entorno de pre-producción que simule el servidor final,30
Data Arreglo Alta Reparación de un error de "Kernel panic" al levantar demasiados contenedores a la vez,15
Data Documentación Baja Creación de una lista de puertos necesarios para el funcionamiento del sistema,4
Data BBDD Desarrollo Media Desarrollo de un script para limpiar datos de usuario que no han tenido actividad,12
Data BBDD Arreglo Baja Corrección de campos que aceptan nulos cuando deberían ser obligatorios,4
Data BBDD Investigación Media Investigación sobre el uso de procedimientos almacenados frente a lógica en backend,9
Data BBDD Desarrollo Alta Creación de un esquema de base de datos para una red social con seguidores,28
Data BBDD Arreglo Media Solución de errores de integridad referencial al importar datos externos,10
Data BBDD Refactorización Media Mejora de la seguridad eliminando el usuario 'root' de la base de datos de la app,7
Data BBDD Desarrollo Baja Creación de un índice compuesto para acelerar búsquedas por nombre y apellido,6
Data BBDD Investigación Baja Búsqueda de información sobre bases de datos orientadas a grafos,6
Data BBDD Arreglo Alta Reparación de una base de datos que se quedó bloqueada en modo "solo lectura",14
